sentence,tags,lem
واخلع على ابن على المناوى ولبَّسه كيخيه تحت يد الطوردين ، واخلع على معروف ، وقرر عليه مقامه سلطان الفداويه ، وسما الطوردين طود الأطواد ، وامر له بقلعة الكبش .,verb prep noun_prop prep adj verb noun_prop noun noun noun_prop punc verb prep adj punc verb prep adj noun_prop noun_prop punc noun noun_prop noun noun punc noun prep noun noun punc,خَلَع عَلَى ٱِبْن عَلَى مُناوِي لَبِس كيخيه تَحْتَ يَد الطوردين ، خَلَع عَلَى مَعْرُوف ، قَرَّر عَلَى مُقام سُلْطان الفداويه ، سَمّ الطوردين طَوْد طَوْد ، أَمَرّ لِ قَلْعَة كَبْش .
وعملوا له فرحه ، وطهروه .,verb prep noun punc verb punc,عَمِل لِ فَرَح ، طَهَّر .
وصارت تعزمه الأعيان ، هو ومعروف .,verb verb noun punc pron adj punc,صار عَزَّم أَعْيان ، هُوَ مَعْرُوف .
ولما خلصت العزايم ، طلب معروف الأذن بالرحيل على صهيون .,conj verb noun_prop punc verb adj noun noun prep noun_prop punc,لَمّا خَلَص العزايم ، طَلَب مَعْرُوف إِذْن رَحِيل عَلَى صَهْيُون .
فأذن له الملك ، فأخذ زوجته المياسه ورحل .,noun prep noun punc verb noun noun verb punc,إِذْن لِ مَلِك ، أَخَذ زَوْجَة مَيّاس رَحَل .
ما بقا له كلام الا بمحله .,pron_rel noun prep noun part noun punc,ما بَقّ لِ كَلام إِلّا مَحَلّ .
ديوان قلوون وابنه خليل وبعد ذلك صار يرتب الملك العادل ديوانه غير ترتيب ابوه ، لأنه الفداويه منهم من استشهد ، ومنهم من ضعفة همته .,noun noun_prop noun noun_prop noun pron_dem verb verb noun adj noun noun noun noun punc conj_sub noun_prop prep prep verb punc prep prep noun verb punc,دِيوان قلوون ٱِبْن خَلِيل بُعْد ذٰلِكَ صار رَتَّب مَلِك عادِل دِيوان غَيْر تَرْتِيب أَب ، أَنَّ الفداويه مِن مِن ٱِسْتَشْهَد ، مِن مِن ضُعْف هَمّ .
فرتب بدالهم زعر ، حتى صار الديوان كأنه زهر البستان او شقايق النعمان .,noun adj noun punc prep verb noun verb_pseudo noun noun conj noun_prop noun punc,رُتْبَة دالّ زَعِر ، حَتَّى صار دِيوان كَأَنَّ زَهْر بُسْتان أَو شقايق نُعْمان .
فطلّع الوزير شاهين ، يراه صار ديوان من احلا ما يكون ، فقال : سبحان الدايم ، كل زمانٍ له دولةً ورجال .,verb noun noun_prop punc verb verb noun prep verb pron_rel verb punc verb punc noun noun_prop punc noun noun prep noun noun punc,طَلَع وَزِير شاهِين ، راوَنْد صار دِيوان مِن أَحَلّ ما كان ، قال : سُبْحان دايِم ، كُلّ زَمان لِ دَوْلَة رَجُل .
واقام الملك العادل يتعاطا الأحكام ، وراقت له الأيام ولا عاد فيه المحرك سوى قلوون .,verb noun adj noun_prop noun punc verb prep noun part_neg verb prep noun noun noun_prop punc,أَقام مَلِك عادِل يتعاطا حُكْم ، راق لِ يَوْم لا عاد فِي مُحَرِّك سِوَى قلوون .
فأنه بعد مدة أيام ، والدنيا رايقه ، عمل ضيافه وعزم الملك العادل .,conj_sub noun noun noun punc noun noun_prop punc noun noun noun noun adj punc,أَنَّ بُعْد مُدَّة يَوْم ، دُنْيا رايقه ، عَمَل ضِيافَة عَزْم مَلِك عادِل .
وكان وقتها الملك بدنه مضعضع شويّه .,verb noun noun noun noun_prop adj punc,كان وَقْت مَلِك بَدَن مضعضع شَوِيّ .
فلما اتا لعند قلوون للضيافه ، ارسل قلوون احضر حكيم * السلطنه ، واعطاه مثقال سم خارق ، والفين مثقال ذهب ، وترجاه ان يدغر السم على الملك .,conj noun_prop verb noun_prop noun punc verb noun_prop verb noun_prop punc noun punc verb noun noun noun punc noun noun verb punc verb conj_sub verb noun prep noun punc,لَمّا اتا عَنِد قلوون ضِيافَة ، أَرْسَل قلوون حَضَر حَكِيم * سَلْطَنَة ، أَعْطَى مِثْقال سَمّ خارِق ، إِلْف مِثْقال ذَهَب ، تَرَجَّى أَنَّ دَغَر سَمّ عَلَى مَلِك .
فأجابه الى ذلك ، وراح بحال سبيله .,verb prep pron_dem punc verb noun noun punc,أَجاب إِلَى ذٰلِكَ ، راح حال سَبِيل .
والملك بعد الضيافه تقل بالمرض ، فراح الى عنده قلوون حتى يشق عليه ، وارسل طلب الحكيم .,noun noun noun verb noun punc verb prep noun noun_prop prep verb prep punc verb verb noun_prop punc,مَلِك بُعْد ضِيافَة أَقَلّ مَرَض ، راح إِلَى عِنْد قلوون حَتَّى شَقّ عَلَى ، أَرْسَل طَلَب حَكِيم .
فلما حضر ، قال له قلوون : ما تحكم افندينا وتشوف مرضه وتداركه بالمعالجه ؟,conj verb punc verb prep noun_prop punc pron_rel verb noun_prop verb noun verb noun punc,لَمّا حَضَر ، قال لِ قلوون : ما حَكَم أَفَنْدِيّ تَشَوَّف مَرَض دارَك مُعالَجَة ؟
فجس الحكيم نبط الملك ، وقال له : افندم بدك معجونه الفلاسفه .,noun noun_prop noun_prop noun punc verb prep punc noun_prop noun noun noun punc,جَسّ حَكِيم نَبَطِيّ مَلِك ، قال لِ : أَفَنْدِم بُدّ مَعْجُون فَيْلَسُوف .
فقال له الملك : هذا شغلك ، ان كان تعرفها نافعه ، طعمينى منها .,verb prep noun punc pron_dem noun punc conj_sub verb verb noun punc noun_prop prep punc,قال لِ مَلِك : هٰذا شُغْل ، أَنَّ كان عَرَف نافِع ، طعميني مِن .
فقال له : معلوم نافعه .,verb prep punc adj noun punc,قال لِ : مَعْلُوم نافِع .
ومد يده الى عبه ، وطالع علبه ، فتحها واخرج منها شقفة معجونه ، واعطاها للملك .,noun noun prep noun punc verb noun punc noun verb prep noun noun punc verb noun punc,مَدّ يَد إِلَى عَبّ ، طالَع عُلْبَة ، فَتْح أَخْرَج مِن شَقَف مَعْجُون ، أَعْطَى مَلِك .
فلما اكلها الملك حس بذولان النعم ، وصرخ صوت من صميم فواده .,conj verb noun noun noun_prop noun punc verb noun prep noun verb punc,لَمّا أَكَل مَلِك حِسّ بذولان نِعْمَة ، صَرَخ صَوْت مِن صَمِيم وادّ .
قال .,verb punc,قال .
.,punc,.
.,punc,.
فلما نظر ذلك اخوه تاج الدين حضر ، فقال للحكيم : ولك * شو حاطط فى المعجون ؟,conj noun pron_dem noun noun_prop noun verb punc verb noun_prop punc prep punc noun_prop noun_prop prep noun punc,لَمّا نَظَر ذٰلِكَ أَخ تاج دِين حَضَر ، قال حَكِيم : لِ * شُو حاطط فِي مَعْجُون ؟
قال له : مانى * حاطط شيئى .,verb prep punc noun punc noun_prop noun punc,قال لِ : مَأْن * حاطط شَيْء .
فقال له : آه يا خاين ، وحياة راسى ، لازم انك تأكل منها .,verb prep punc verb part_voc noun_prop punc noun noun punc adj conj_sub verb prep punc,قال لِ : آه يا خاين ، حَياة رَأْس ، لازِم أَنَّ أَكَل مِن .
واطعمه منها بالزور .,noun prep noun punc,طَعام مِن زُور .
فلما استقرت بجوفه ، حالاً مات ، هو والملك العادل ، بساعةٍ واحده .,conj verb noun punc noun verb punc pron noun adj punc noun noun punc,لَمّا ٱِسْتَقَرّ جَوْف ، حال مات ، هُوَ مَلِك عادِل ، ساعَة واحِد .
وكان ما بقا من عائيلة الملك الظاهر غير هذا نجم الدين خضر .,verb pron_rel noun prep noun_prop noun noun noun pron_dem noun noun noun_prop punc,كان ما بَقّ مِن عائيله مَلِك ظاهِر غَيْر هٰذا نَجْم دِين خُضْر .
فقام العذا على اخوه ، وندبه ورثاه ، وبعدها امر بتجهيزه فصار له مشهد عظيم ، وواروه بالتراب بعد ما صلت عليه العلماء بالأزهر ، وعمر له اخوه مقام معتبر ، وقعد بسراية عرب سار ، ولازم الأحزان مدة سبعة < ايام > ، ويوم الثامن طلع الوزير شهين وفتح الديوان ، واراد ان ينزل يجيب تاج الدين خضر ويبايعوه على الملك .,verb noun_prop prep noun punc verb verb punc noun noun noun verb prep noun adj punc verb noun noun pron_rel verb prep noun noun_prop punc noun_prop prep noun noun adj punc verb noun noun verb punc noun noun noun adj punc noun punc punc noun adj verb noun verb noun noun punc verb conj_sub verb verb noun_prop noun noun_prop verb prep noun punc,قام العذا عَلَى أَخ ، دَبّ وَرِث ، بُعْد أَمْر تَجْهِيز صار لِ مَشْهَد عَظِيم ، وارَى تُراب بُعْد ما صَلَّى عَلَى عالِم أَزْهَر ، عُمَر لِ أَخ مَقام مُعْتَبَر ، قَعَد سَراي عَرَب سار ، أَزْمَة حُزْن مُدَّة سَبْع < يَوْم > ، يَوْم ثامِن طَلَع وَزِير شَهَّى فَتْح دِيوان ، أَراد أَنَّ نَزَل أَجاب تاج دِين خُضْر بايَع عَلَى مَلِك .
واذا بقلوون حضر ، هو ومعه وجاقه السركس تحت السلاح ، ودخل واصل للكرسى وجلس ، وقال : من قال ما بصير قلوون ملك ؟,conj noun_prop verb punc pron prep noun noun_prop noun noun punc verb verb noun verb punc verb punc prep verb pron_rel noun noun_prop noun punc,إِذا بقلوون حَضَر ، هُوَ مَع وُجاق السركس تَحْتَ سِلاح ، دَخَل واصَل كُرْسِيّ جَلَس ، قال : مِن قال ما بَصِير قلوون مَلِك ؟
فما احد جاوبه ، وخاوزت معه الأماره ، واحضروا المنلا خنكار والمشايخ ، وبايعوه على الملك بالأمر بالمعروف ، والنهى عن المنكر ، واتباع الشرع المطهر .,part_neg noun verb punc noun_prop prep noun_prop punc verb noun_prop noun_prop noun punc verb prep noun noun adj punc noun prep adj punc noun noun_prop noun punc,ما أَحَد جاوَب ، وخاوزت مَع إِمارَة ، أَحْضَر المنلا خنكار شَيْخ ، بايَع عَلَى مَلِك أَمْر مَعْرُوف ، نَهْي عَن مُنْكَر ، ٱِتِّباع شَرَع مَطْهَر .
وبعدها اخلع على الأماره والوزر وقرر عليهم المناصب ، واراد ان يخلع على الوزير شهين ويقرر عليه الوزاره .,noun verb prep noun_prop noun verb prep noun punc verb conj_sub verb prep noun verb verb prep noun punc,بُعْد خَلَع عَلَى إِمارَة وِزْر قَرَّر عَلَى مَنْصِب ، أَراد أَنَّ خَلَع عَلَى وَزِير شَهَّى قَرَّر عَلَى وِزارَة .
فقال له : انا صرت رجل اختيار * ، ما عدت خرج احكام .,verb prep punc pron verb noun noun punc punc pron_rel verb verb noun punc,قال لِ : أَنا صار رَجُل ٱِخْتِيار * ، ما عاد خَرَج حُكْم .
مرادى اروح على الشام ، واعمر لى جامع وتكيه بالصالحيه ، واقعد اتعبد الله ، وانتظر يومى الذى موعود فيه .,noun verb prep noun_prop punc verb prep noun verb noun_prop punc verb verb noun_prop punc verb noun pron_rel adj prep punc,مُراد راح عَلَى شام ، عَمَّر لِ جامِع وَكَى بالصالحيه ، أَقْعَد تَعَبَّد اللَّه ، ٱِنْتَظَر يَوْم الَّذِي مَوْعُود فِي .
فقال له : على كيفك ، مع السلامه .,verb prep punc prep noun_prop punc prep noun punc,قال لِ : عَلَى كيفك ، مَع سَلامَة .
فنزل الوزير شاهين ، قضى مصالحه وخلص تعلقاته من مصر ، وودع عياله وأولاده ، وتوجه على الشام .,verb noun noun_prop punc verb noun verb noun prep noun_prop punc verb noun noun punc verb prep noun_prop punc,نَزَل وَزِير شاهِين ، قَضَى مَصْلَحَة خَلَص تَعَلُّق مِن مِصْر ، وَدَّع عِيال وَلَد ، تَوَجَّه عَلَى شام .
